n,F(n)
2304811574718371276082959579646955731441478911128875499964238465751,8868137346840499247909810198597906645394233295749052665755127278897126936548883350248125503858951100656738249509436
2311715530179077208466538158061710303891569596348720797094296937761,24125726328325652368298384925615682174642954724037937709858480225803780644134346267268487116482718912230759005546081
2318140968925500515900555909105919576401878557659248008867590948161,16050292839300875718178053859842878299176877305926986502160113228866828090007153685555734775265038138386746370338233
2318236264440261857154699847919021488044493619434698418904228456519,18788675017109862864186335530966507033171430609184669611157764453535958589457481413330748571608543731387525735235734
2325084851964206162508074810467305207938131410058008055069330939271,2330528781533255138586695468244488878134515441612171669209749111243511132823643117757732707331426020332974231047014
2325180432932232635744462090447243370552635436829362423435389372209,6080767410375972144994853657488839714313611390722341430459740546367421443020406661437774414814232209474482072289432
2329176339269062630920344261199885924240037472061054238575619428379,19985473631233029690605404352213249896181168641162674875561965501965541966832428950988863079198944830090776127023665
2329272088432377519475011428026260580085132751311940554441257742141,4196819395039746367528908915987460145777523494295748322661847826038475865463811684213569439851290073932297861235827
2332814646453352843895146907330316761046386631989393033957020280437,24070792643057971154376559392265084644150992174154945727928130658999569619065275696419135201987226364800840512413584
2336919735995561973023893106643369401057030578495694587729816104113,23582371851886039716876098025452588607856186270021826993145776212583016151163020581375480620265452100321580450716963
2341862562816401513706143955172308115868640439006617468230312866031,23145721430049868081090668580293088254984224660308760564116626804699292832080715881974654340871158279191058716584070
2343359181298480751271368616908329668098200752923355855607542522131,21137427945577936287911295150709229650980985048212095358789731411442327112156142080443949895870976834084914701431422
2347633185550564228277315571722879689083853361928853017341927923601,10425635810591333062427457006105275326675889619327209847165946561174725645166991930451765368817987034435661120621547
2347729693448870147986685933805869642915751431495574386063837788279,9503811462719695576972322180178562403481642118152306945222613344143380386760721490731608329923952273674027527177117
2355857193381998806372767792229326833313101886115745829391804656343,6562165347557269939432862349645879803570098935160177141806115867035065421208669360994460077117882708435437790001130
2360002831245767240788753087989207290888819597655750619234521336107,16099485398071344326506989409676751550881118117363515824533499087851189031165645768278541033273563888057634883029349
2367072109538528152314655527196988850630015691857891307488724973677,12418819133534290720776716147315945467280939706591627015081447692983170425575519256593544744851518844892883589561553
2381387811338000511749457113958159850718340428202271609494073172707,8266581085577380152536533290180315045884176806939502892549439814622449323391717980057337127999590603050731265894038
2381485706841496585690719097345098806597463758095592868951841910453,2968293005099448623185281860023899590261524611187267690006353707008719793974269788489742844999967182477706593771218
2385578375819893818655921450125248970183027210950968157085497542343,15579770634670870825105402897339176565691196562902432713847030183130746162165119736558671195789872040730773103427624
2385676443591601703597658415246392572744171716537977061038968768497,6526137303847413224482028121564708519125031590912696490453485645126559458959884818369300615231530302715076221415233
2385829249273466649688144645684818460410465105352100563809450797063,22491453340171994038499439543239972294094223222614117539039177271503302673531120616029075707020199829944095723527015
2389482678118352052981666606609796719157338244906547715643918807627,14307706841964463476999990567454442498561048590071365338022861700179754613340048911574627031006301283333579772637348
2390027629421490556536549597357197068636332104904678132150366943387,20674384796906407149370538835200159352975986324853657140124503870499666561067372097552121306006647248988616813462824
2399473502802908480634166388122891059570368806795305630964136403767,19300637346488817689454490423020422581538637175416717138876158466345295683601184681638592284436225621909666720025983
2424391808948896651966417343789721019383633323492710640260824906209,15667702218297438107663822826051091476257569331539067574882624308426209802428852725352102115484983619689850138345998
